"History" "Psychology" "Politics" "Mathematics" "Physics" "Internet" "PC" "Economy" "Biology" "Chemistry" "rPoetry" "Geography" "Languages" "Medicine" "Law" "Cars" "Art" "Religion" "Outdoor" "Dancing" "Instruments" "wPoetry" "sLeisure" "sCompetitive" "Gardening" "Celebrities" "Shopping" "SciTec" "Theatre" "Social" "sAdrenaline" "Pets" "Age" "Gender"
"42" 2 4 2 1 1 5 3 5 1 1 3 5 5 1 2 2 5 1 3 2 2 5 4 3 1 3 5 3 3 5 2 5 20 "female"
"43" 4 5 5 3 4 4 3 4 3 2 5 4 3 1 4 1 3 4 3 3 1 3 4 2 2 5 5 4 4 5 5 5 25 "female"
"44" 5 5 5 5 5 5 5 2 1 1 3 1 2 2 1 1 1 4 2 5 5 1 4 5 1 4 3 5 2 5 1 4 27 "male"
"45" 2 3 1 2 1 5 3 4 2 1 5 3 5 3 1 2 1 1 3 1 1 1 2 2 1 2 4 2 4 5 2 5 19 "female"
"46" 2 4 3 2 2 4 2 4 3 2 2 3 5 3 2 2 2 2 4 5 2 1 3 4 2 2 3 3 4 3 2 2 20 "female"
"47" 2 2 2 1 1 5 3 3 2 1 5 2 4 1 1 3 1 1 2 1 1 1 2 1 1 2 5 3 2 5 1 5 20 "female"
"48" 3 4 1 4 1 4 2 1 5 5 4 3 4 5 1 1 3 4 3 1 1 1 3 4 1 4 4 4 2 4 4 5 19 "female"
"49" 2 4 4 5 5 5 5 2 5 5 3 3 4 5 2 4 3 3 3 5 2 1 5 5 2 2 3 5 2 4 1 4 19 "female"
"50" 5 4 3 3 2 4 2 2 3 4 5 3 4 2 2 3 4 2 5 5 5 5 5 5 3 1 4 4 4 5 5 3 21 "female"
"51" 3 3 4 1 1 3 2 2 4 2 4 5 5 4 3 5 5 5 4 5 4 1 5 5 3 1 3 3 5 5 3 1 18 "female"
"52" 5 3 4 1 4 3 1 1 3 4 5 3 4 3 2 2 5 2 5 4 4 2 5 4 1 1 2 3 5 5 1 1 21 "female"
"53" 4 5 2 2 3 5 4 3 3 4 3 4 5 3 3 2 3 2 4 4 2 1 1 3 1 3 3 4 2 4 4 5 23 "female"
"54" 3 4 4 4 3 4 4 4 2 1 5 2 5 2 4 3 5 2 3 2 1 3 5 1 2 2 2 3 4 5 2 3 20 "female"
"55" 5 5 2 1 1 5 1 3 3 1 5 2 3 3 2 1 5 4 5 2 2 1 5 3 1 5 5 3 5 5 2 5 21 "female"
"56" 3 3 1 3 2 4 3 1 5 4 1 5 4 5 1 2 1 1 4 2 1 1 5 3 3 2 4 4 1 5 3 3 19 "male"
"57" 4 4 5 1 1 3 3 2 1 1 5 5 3 1 3 1 4 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 22 "male"
"58" 4 5 4 4 4 5 4 4 2 2 5 4 4 3 2 3 5 4 4 2 5 5 3 4 2 1 2 4 4 4 3 1 23 "male"
"59" 3 3 3 3 4 5 4 4 1 1 1 3 3 3 3 4 3 1 3 1 1 1 4 1 1 2 3 3 3 5 2 5 23 "male"
"60" 5 4 4 4 5 5 5 3 3 3 2 5 4 3 3 5 2 1 4 1 2 1 5 5 1 1 2 5 2 5 5 1 23 "male"
"61" 1 2 2 1 3 5 2 1 5 5 2 1 5 5 1 1 2 1 1 2 1 1 2 1 1 3 5 4 5 5 4 5 18 "female"
"62" 5 2 3 2 1 5 3 2 1 1 1 5 3 3 1 2 1 2 3 1 1 1 3 3 1 2 2 2 1 3 3 3 17 "male"
"63" 3 2 2 5 5 4 3 2 1 2 1 4 2 1 1 4 2 1 3 1 1 1 5 5 1 3 3 4 2 4 2 1 20 "male"
"64" 2 3 3 4 2 3 1 5 2 2 3 3 4 3 3 1 2 2 3 5 2 2 1 3 4 3 3 2 3 5 2 4 24 "female"
"65" 2 2 3 5 2 5 2 4 3 5 2 3 4 1 4 3 2 5 4 1 2 1 5 1 1 1 3 4 3 5 1 4 18 "female"
"66" 2 1 3 1 1 3 3 3 1 1 2 1 3 1 5 5 2 1 5 2 1 1 1 5 2 2 4 3 1 5 5 2 17 "male"
"67" 5 1 5 2 1 4 2 4 1 1 3 4 2 1 5 5 1 1 3 1 1 1 1 5 1 4 4 4 1 5 3 5 20 "male"
"68" 3 2 1 1 1 4 3 1 1 1 2 2 3 1 1 3 1 2 5 3 3 1 4 3 2 2 3 1 2 5 4 2 28 "female"
"69" 4 3 4 1 1 5 5 3 2 2 2 4 5 1 2 5 2 5 5 5 3 1 3 5 1 2 5 5 2 5 1 5 21 "male"
"70" 4 3 5 1 1 4 3 4 1 1 1 4 5 1 3 5 3 2 5 1 5 3 2 5 1 1 3 2 2 4 4 3 22 "male"
"71" 5 5 4 2 1 5 4 5 4 1 2 5 5 5 2 5 5 5 5 2 5 2 5 5 1 3 4 4 4 5 3 4 20 "male"
"72" 2 2 5 1 1 4 4 2 1 1 2 2 3 1 3 5 1 2 3 3 1 1 3 5 1 1 4 5 1 5 4 3 18 "male"
"73" 4 2 1 1 1 3 1 1 5 5 5 5 5 3 1 1 4 1 5 5 1 1 3 5 1 1 5 3 5 5 3 1 21 "female"
"74" 4 3 5 2 1 5 3 5 3 1 1 3 5 2 5 4 2 1 4 3 2 1 4 3 2 1 5 4 3 5 4 5 21 "female"
"75" 5 4 4 1 2 5 3 3 2 1 2 2 3 2 5 3 2 1 4 5 2 1 5 5 1 3 4 3 2 5 4 5 19 "female"
"76" 3 2 1 1 2 5 5 4 1 2 2 3 4 1 4 5 3 2 3 5 1 1 4 5 1 2 3 5 2 5 4 2 22 "male"
"77" 4 5 1 1 1 5 1 1 2 1 5 3 4 1 1 1 5 4 5 1 3 2 5 1 4 1 3 2 3 4 3 5 18 "female"
"78" 4 3 1 5 5 5 5 3 2 2 2 3 3 3 2 3 5 1 5 2 4 1 4 4 2 2 4 5 5 4 3 1 22 "male"
"79" 5 5 5 4 4 5 4 5 4 4 5 5 4 4 4 4 5 5 5 4 4 4 5 5 2 1 2 5 5 5 4 2 24 "male"
"80" 5 1 5 1 1 5 1 1 4 1 5 5 5 1 3 1 3 5 3 4 1 5 1 1 2 5 5 3 3 5 1 5 21 "female"
"81" 3 3 3 1 1 3 1 2 2 1 4 3 4 2 2 1 4 3 3 2 1 1 2 2 1 3 3 1 4 4 1 2 22 "female"
"82" 1 1 1 1 1 4 1 1 2 2 3 1 4 4 1 3 1 4 4 1 3 1 5 1 1 1 4 3 2 5 2 3 19 "female"
"83" 4 3 2 3 3 3 2 2 2 2 5 4 5 2 1 1 5 4 5 3 2 4 2 2 1 2 3 2 4 4 2 3 19 "female"
"84" 2 3 1 4 4 5 5 3 2 2 1 5 2 1 2 5 3 1 4 1 2 1 4 4 1 1 1 5 1 5 4 3 24 "male"
"85" 4 4 4 1 2 5 5 2 2 1 1 5 4 1 2 5 3 1 4 1 1 1 4 2 1 3 3 5 3 5 5 4 21 "male"
"86" 1 1 1 1 1 2 1 1 3 4 1 1 1 5 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 5 1 1 19 "male"
"87" 3 2 2 4 1 5 5 2 1 1 3 1 4 1 2 2 1 4 4 1 1 1 1 5 2 1 1 4 1 3 3 5 19 "male"
"88" 1 1 1 1 2 3 4 1 2 1 3 5 5 2 1 1 3 1 5 1 1 1 5 5 1 1 3 5 1 5 5 1 22 "male"
"89" 3 4 1 5 5 5 1 1 3 5 3 5 4 1 1 2 2 2 5 3 1 1 4 2 1 1 5 3 3 4 1 4 18 "female"
"90" 3 1 2 2 3 5 5 2 5 5 3 2 4 5 1 2 3 4 4 1 4 1 4 1 3 3 4 3 3 5 3 2 21 "female"
"91" 5 1 4 1 1 4 3 1 1 1 5 4 3 1 2 3 1 3 3 1 1 1 5 1 1 2 1 3 1 5 1 3 18 "male"
"92" 5 5 5 4 4 5 4 2 4 4 5 5 5 5 4 2 4 2 5 4 4 2 1 5 2 1 1 2 4 5 3 1 20 "female"
"93" 5 4 4 2 2 5 5 2 2 1 5 5 5 2 4 5 2 5 4 4 4 1 5 3 1 4 4 5 4 5 2 1 22 "male"
"94" 5 4 5 2 2 3 3 4 2 2 2 4 3 2 5 4 4 3 3 2 2 3 3 3 2 1 2 3 3 4 3 2 21 "male"
"95" 4 2 2 1 1 3 3 1 1 4 3 1 3 1 3 3 1 3 5 1 1 1 4 5 3 1 3 4 3 3 1 4 24 "male"
"96" 4 4 3 3 1 4 4 5 2 1 2 3 5 1 2 3 1 2 4 2 1 1 5 2 1 2 2 5 2 5 3 1 19 "male"
"97" 1 2 4 1 3 4 1 2 5 5 5 2 1 5 2 4 5 4 4 2 1 4 2 5 2 1 3 2 5 5 5 4 18 "female"
"98" 1 3 2 3 2 4 4 1 1 1 2 1 4 1 1 2 1 1 1 1 5 4 4 1 1 1 4 2 3 2 1 3 17 "female"
"99" 3 3 4 2 2 4 5 4 2 2 1 2 3 3 2 5 2 3 3 1 1 1 2 2 1 1 2 4 1 4 2 1 18 "male"
"100" 3 4 1 2 3 5 2 2 5 1 1 5 4 3 1 1 1 2 5 1 1 3 2 4 1 1 2 4 1 4 4 3 21 "male"
"101" 3 4 1 1 1 4 1 1 3 2 5 3 5 3 2 1 5 3 5 3 2 4 1 3 2 2 2 3 4 5 3 1 22 "female"
"102" 2 3 1 2 1 3 1 1 5 4 5 3 4 5 2 1 4 3 4 5 2 1 3 2 3 1 3 5 5 4 1 3 20 "female"
"103" 5 3 1 1 1 5 3 2 1 1 5 3 5 3 1 2 5 1 4 1 1 4 1 1 2 2 5 4 4 5 4 5 19 "female"
"104" 2 5 3 1 3 5 3 2 3 3 3 4 5 4 2 5 4 2 4 5 3 3 3 4 3 1 5 4 4 5 3 3 17 "female"
"105" 2 4 2 1 2 3 1 1 1 3 5 1 4 1 1 1 2 2 3 1 5 5 1 1 1 1 3 1 2 4 1 4 21 "female"
"106" 2 2 2 5 2 5 5 3 2 1 1 2 2 1 1 5 1 1 4 1 1 1 1 1 2 4 3 3 2 2 1 5 18 "female"
"107" 3 2 4 4 2 4 4 2 2 2 4 4 3 2 1 2 4 1 5 1 2 2 4 1 2 1 2 3 2 4 3 4 23 "male"
"108" 4 4 2 4 2 5 1 1 2 4 3 4 1 3 1 1 2 2 4 1 3 3 2 1 2 1 1 2 2 3 2 3 16 "female"
"109" 5 3 4 5 5 2 4 5 3 5 5 5 4 3 3 2 1 2 5 4 3 2 1 4 1 1 1 5 5 5 4 5 23 "male"
"110" 1 3 3 4 3 4 4 3 2 2 1 1 2 3 4 5 1 1 4 1 1 1 3 2 1 3 2 4 1 5 5 3 21 "male"
"111" 5 2 1 1 1 4 2 1 1 1 5 3 3 1 1 4 5 3 4 2 2 3 4 2 2 2 3 1 5 5 1 4 23 "female"
"112" 2 3 1 1 3 3 3 2 4 2 3 3 3 3 3 2 4 4 4 1 5 4 2 4 4 1 2 3 4 5 2 4 20 "female"
"113" 4 4 4 1 3 4 5 3 2 2 4 4 4 4 4 4 5 3 5 2 5 3 4 5 1 1 1 5 4 4 5 4 20 "male"
"114" 4 4 4 2 2 3 2 2 3 2 5 2 4 3 3 1 4 2 5 4 5 5 4 3 4 1 4 3 5 5 2 5 20 "female"
"115" 5 2 2 2 1 5 3 1 1 1 4 2 5 1 1 3 2 2 3 1 1 2 1 1 2 3 4 2 2 5 1 1 20 "female"
"116" 4 4 4 3 2 5 4 3 2 1 4 5 4 3 2 4 3 4 4 1 1 3 4 1 2 1 2 4 3 5 4 2 19 "female"
"117" 4 5 3 3 5 5 5 1 3 5 5 5 5 1 1 1 5 5 5 5 5 5 1 3 5 1 2 5 5 5 5 5 15 "female"
"118" 4 3 2 1 1 4 2 1 5 4 3 2 3 5 2 1 3 5 3 2 1 1 2 1 1 1 5 3 1 5 1 5 20 "female"
"119" 5 3 5 2 1 5 4 4 1 1 5 5 4 2 5 1 4 3 4 2 1 4 5 3 2 4 5 4 4 5 3 1 19 "female"
"120" 1 3 4 1 1 5 4 1 1 1 1 1 4 1 1 4 1 1 5 2 1 1 5 1 1 2 4 4 3 5 5 3 18 "male"
"121" 1 5 2 4 1 5 3 2 4 1 4 5 5 3 2 1 1 2 3 1 1 1 2 1 1 3 2 4 2 3 3 5 15 "female"
"122" 4 1 1 1 1 2 1 1 3 1 5 3 4 2 1 1 5 5 5 5 5 3 3 4 3 1 3 1 5 4 1 4 20 "female"
"123" 3 3 3 1 2 3 3 3 3 3 3 3 3 4 3 3 3 1 3 3 2 1 1 3 3 2 2 4 4 4 4 4 16 "female"
"124" 5 2 1 3 2 4 4 1 3 1 4 4 5 2 5 4 4 2 4 1 3 1 4 4 2 3 2 5 4 5 1 5 18 "male"
"125" 4 2 5 2 4 5 4 3 5 5 3 3 3 5 2 2 1 5 3 4 1 2 5 5 4 1 3 5 5 5 3 3 21 "male"
"126" 2 3 2 1 1 3 1 2 5 4 5 3 5 5 1 1 1 5 5 2 5 3 2 4 1 2 3 2 2 4 1 3 20 "female"
"127" 1 3 1 2 1 4 3 1 3 2 3 1 4 1 3 1 4 3 5 5 5 3 2 4 2 4 4 2 3 5 3 5 19 "female"
"128" 5 4 3 2 2 3 1 1 1 1 4 3 5 2 2 3 5 5 5 1 4 3 2 1 1 2 3 2 4 4 5 5 19 "female"
"129" 3 5 1 5 5 5 5 5 3 4 4 1 5 1 1 1 1 1 5 1 1 1 1 3 1 1 1 5 3 3 1 5 19 "female"
"130" 3 4 1 1 4 5 5 1 5 5 2 3 3 5 1 1 4 1 5 3 3 1 4 4 1 1 3 5 4 5 3 3 21 "male"
"131" 5 3 5 1 1 5 5 3 2 1 4 4 5 3 5 4 2 5 5 1 1 1 5 5 1 2 4 3 4 5 2 4 21 "male"
"132" 4 2 3 5 5 5 4 2 2 3 5 5 4 2 2 2 1 3 5 1 1 3 4 1 1 1 1 5 2 2 2 3 18 "male"
"133" 3 4 3 4 4 5 5 3 3 4 1 4 4 3 3 1 2 5 4 3 2 3 3 4 1 2 2 4 2 3 2 1 20 "male"
"134" 2 3 1 5 5 3 5 3 2 3 2 3 3 2 1 2 1 3 4 1 1 1 2 3 1 1 2 4 2 3 3 1 19 "male"
"135" 2 3 4 3 3 4 4 5 2 2 4 4 4 2 1 3 3 1 4 1 1 1 5 4 1 2 3 5 3 5 3 1 22 "female"
"136" 4 4 4 2 2 3 3 1 2 1 3 4 2 3 2 2 3 4 2 1 1 1 4 5 1 4 2 3 4 5 2 3 20 "male"
"137" 5 5 5 2 1 4 2 5 2 2 2 3 5 5 3 1 1 2 1 1 1 5 3 5 1 1 3 4 2 5 4 4 25 "male"
"138" 5 3 5 1 2 4 2 3 2 1 4 2 3 2 2 4 3 4 3 1 1 1 3 3 2 4 5 4 2 3 2 1 21 "female"
"139" 5 1 5 3 4 5 5 5 2 2 1 5 5 2 4 2 1 2 3 1 3 1 1 1 1 1 2 5 1 5 1 3 24 "male"
"140" 4 5 2 3 2 3 2 1 4 3 4 3 5 4 5 2 3 1 3 4 5 4 3 3 3 2 3 4 3 3 4 4 19 "female"
"141" 5 2 4 1 1 5 2 1 1 1 5 4 5 1 5 1 1 3 3 1 1 1 3 2 1 1 4 1 1 4 1 4 25 "male"
"142" 3 4 3 2 2 4 4 2 2 2 4 3 2 2 2 2 2 4 5 1 1 1 3 1 1 2 2 3 2 5 4 2 26 "male"
"143" 1 2 1 3 2 5 3 1 3 3 4 4 4 2 1 1 4 1 5 2 5 4 5 5 3 4 5 4 4 5 2 5 15 "female"
"144" 4 4 4 3 2 4 3 4 4 2 4 5 4 3 3 3 3 4 5 3 4 2 5 4 3 2 2 3 4 5 5 5 20 "male"
"145" 4 3 5 5 4 5 4 5 2 3 1 5 4 1 2 4 3 1 2 4 5 4 5 5 1 1 1 4 2 5 4 1 19 "male"
"146" 2 2 1 1 1 4 2 1 5 5 5 2 4 4 1 1 2 1 3 1 1 4 4 2 3 4 5 3 2 5 3 5 20 "female"
"147" 5 3 3 1 1 5 2 2 1 1 3 5 5 1 3 4 1 2 3 1 1 1 1 5 1 1 1 2 1 3 2 2 21 "male"
"148" 5 5 3 1 1 5 3 3 3 3 2 2 2 2 1 1 1 5 1 2 1 1 1 1 1 1 1 1 1 3 1 1 22 "male"
"149" 3 3 2 1 1 4 4 1 2 1 4 1 4 1 2 1 3 2 1 1 1 4 1 3 2 5 5 1 4 4 1 4 20 "male"
"150" 3 4 5 2 1 5 4 4 1 1 5 4 5 2 5 2 4 3 5 4 4 2 2 2 1 2 5 4 5 5 4 2 20 "female"
"151" 2 2 2 2 2 2 2 3 2 4 4 3 4 2 1 1 3 1 4 1 3 1 2 5 1 1 2 3 4 4 3 1 21 "female"
"152" 3 3 3 1 2 4 3 3 3 2 1 3 1 2 2 2 1 1 2 1 1 1 5 2 1 1 2 4 1 3 2 4 21 "male"
"153" 3 4 4 1 1 5 5 5 1 1 4 3 3 1 5 2 1 1 1 1 1 4 4 4 1 3 4 5 3 5 5 1 20 "female"
"154" 4 2 2 1 1 3 1 1 2 1 5 3 5 1 2 1 4 2 3 1 4 4 1 1 1 1 3 1 5 4 3 4 19 "female"
"155" 5 4 5 5 3 3 1 5 4 1 3 5 4 4 4 1 2 3 5 2 5 3 3 5 1 1 1 1 3 5 3 4 19 "male"
"156" 4 4 4 1 1 5 5 5 1 1 4 3 3 1 5 1 1 1 1 1 1 4 4 4 1 4 4 5 3 5 4 1 20 "male"
"157" 5 4 4 3 3 5 5 2 2 2 2 5 4 2 3 2 2 1 4 1 1 5 5 2 1 1 1 5 3 5 2 3 22 "male"
"158" 3 2 1 4 2 5 5 2 2 3 1 2 4 2 1 5 1 1 4 1 1 2 4 3 1 1 4 5 3 5 2 5 21 "male"
"159" 1 5 1 1 1 4 1 1 3 1 5 1 5 5 1 5 1 1 4 1 5 1 5 4 2 3 1 1 3 3 3 5 17 "female"
"160" 1 1 1 5 4 5 5 4 1 2 1 1 3 1 2 5 3 1 5 2 2 1 1 5 1 1 3 4 3 4 3 4 22 "male"
"161" 4 4 1 3 3 3 3 1 3 3 4 3 5 3 1 1 2 3 3 1 1 4 1 1 3 2 3 3 3 3 1 3 20 "female"
"162" 5 5 3 2 2 5 3 2 4 2 2 2 4 3 3 1 4 4 5 3 4 2 2 3 2 1 4 4 2 3 4 4 22 "male"
"163" 4 5 5 4 3 5 3 5 1 1 5 4 4 1 1 5 1 1 1 1 1 1 1 1 1 1 5 4 4 5 5 1 21 "male"
"164" 3 2 3 2 2 4 2 2 5 4 4 2 4 5 2 2 3 2 4 1 1 1 3 4 2 2 5 5 5 5 3 5 19 "female"
"165" 5 5 5 2 2 4 1 2 4 2 5 5 3 3 1 1 4 1 5 3 1 3 3 5 3 1 3 5 4 5 5 5 20 "male"
"166" 3 3 1 1 1 3 1 1 1 1 5 3 2 1 1 1 5 3 1 2 1 5 2 2 1 1 3 2 5 3 1 2 21 "female"
"167" 2 5 2 5 2 3 2 1 5 1 5 2 3 1 2 2 3 5 5 1 2 1 5 3 5 1 3 2 5 5 4 5 19 "female"
"168" 3 3 3 1 1 2 1 4 1 1 5 3 2 1 2 1 2 3 4 3 2 1 3 4 4 3 4 1 4 4 2 4 29 "female"
"169" 5 3 1 1 1 5 2 1 1 1 3 2 2 1 1 1 2 1 2 1 1 3 2 1 1 2 1 2 1 2 3 2 22 "female"
"170" 4 3 2 3 1 5 3 3 1 1 5 2 5 1 2 1 2 2 4 3 1 1 2 3 1 1 2 3 1 3 3 1 17 "female"
"171" 3 3 2 5 3 5 4 3 5 4 5 3 3 4 1 2 1 1 2 1 1 1 4 5 4 1 3 3 2 4 4 2 16 "female"
"172" 3 4 1 1 1 4 4 1 1 1 3 2 1 1 1 1 5 1 3 4 5 1 2 2 4 3 2 1 5 4 1 2 29 "female"
"173" 3 3 2 1 1 5 4 4 3 1 3 2 5 1 2 1 2 1 3 4 1 5 2 4 1 5 4 1 2 5 2 5 18 "female"
"174" 3 3 1 1 3 3 2 1 3 1 4 2 2 2 1 1 3 3 4 1 3 4 4 4 4 1 2 3 3 5 1 5 26 "male"
"175" 2 3 2 1 1 4 4 4 1 1 4 3 4 1 3 3 3 1 3 1 5 3 5 2 1 1 2 4 2 4 4 1 19 "male"
"176" 3 3 2 1 1 5 5 3 3 1 2 5 4 3 3 4 2 2 3 2 2 3 4 4 3 4 4 5 3 4 3 1 19 "male"
"177" 4 4 2 1 1 5 3 3 3 1 4 4 5 4 2 3 2 1 5 3 1 1 5 5 1 2 3 3 3 5 4 1 20 "female"
"178" 2 1 1 1 1 4 2 4 1 1 1 4 3 1 1 3 1 1 5 5 1 1 5 1 1 2 4 1 4 5 1 4 22 "female"
"179" 4 3 2 1 1 3 4 1 1 1 2 1 3 1 1 4 1 1 4 1 3 1 2 4 1 1 2 3 1 5 3 4 20 "male"
"180" 3 2 3 1 3 5 5 3 1 1 3 4 4 2 2 3 2 1 1 1 1 1 5 2 1 1 2 4 2 2 2 5 21 "male"
"181" 4 5 1 1 1 5 2 5 1 1 5 5 5 1 5 1 1 1 5 1 5 5 4 4 1 4 5 5 5 5 1 5 18 ""
"182" 2 2 1 3 2 5 4 3 5 5 3 1 4 5 3 4 3 2 3 5 1 1 4 3 3 1 4 1 2 5 4 3 19 "female"
"183" 1 2 1 4 3 5 4 3 1 2 5 2 2 1 1 1 1 1 3 1 3 1 1 1 1 1 1 4 4 4 1 3 24 "female"
